track_id,name,artist,spotify_preview_url,spotify_id,tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
TRPBGJR128F92FA7FE,Welcome To Heartbreak,Kanye West,https://p.scdn.co/mp3-preview/1e2cc4332bef538bd5b6f1c70c1acd79a1bc1799?cid=774b29d4f13844c495f206cafdad9c86,0OwDs4CBGU0Tdsgnaw8Pml,"electronic, rap, hip_hop, rnb",Rap,2008,262933,0.677,0.435,7,-11.024,0,0.033,0.0985,0.721,0.111,0.0729,95.991,4
TROUVVZ128F425FD4D,I Want I Want,Digitalism,https://p.scdn.co/mp3-preview/925403135d07a7c2c7ca4c7e372f4e16cbdb0080?cid=774b29d4f13844c495f206cafdad9c86,0ZJndpkRv6sHqhtOwzF9Cn,"electronic, dance, german, electro",Electronic,2007,208746,0.668,0.926,9,-4.14,0,0.0377,0.000436,0.000253,0.299,0.674,134.992,4
TRJQHOS128F4271775,Window Blues,Lykke Li,https://p.scdn.co/mp3-preview/811d39ed05ebdb4416db766f8635f20eaf7e5423?cid=774b29d4f13844c495f206cafdad9c86,0j7yTCN6r5ocBnY4p7V5HJ,"electronic, indie, pop, female_vocalists, piano, indie_pop, swedish",,2008,239306,0.784,0.397,7,-10.665,0,0.042,0.965,0.356,0.11,0.122,114.274,4
TRUPYUP12903D0FA06,Salt Skin,Ellie Goulding,https://p.scdn.co/mp3-preview/346ab226a74749d21a225b62405064c5f9a2483c?cid=774b29d4f13844c495f206cafdad9c86,0JfDRRBz2iFunxuIXJwqsJ,"electronic, pop, female_vocalists, british, synthpop",Pop,2010,255813,0.498,0.861,0,-5.323,0,0.0488,0.115,0.00342,0.104,0.774,172.065,4
TRJUQIB12903CBFD4E,The Cop,The Knife,https://p.scdn.co/mp3-preview/47a34abb8d7b7c66c97a05be6d379df3d5f5231f?cid=774b29d4f13844c495f206cafdad9c86,1kchMj4OLIKVYburreVTbY,"electronic, electro, synthpop, swedish",,2003,43560,0.719,0.637,10,-10.25,0,0.0758,0.0119,0.909,0.222,0.645,119.96,3
TRMNRHK12903CE5DBF,Woo Boost,Rusko,https://p.scdn.co/mp3-preview/a02810636d17dea486a67c4f9f24a840f19625f1?cid=774b29d4f13844c495f206cafdad9c86,0AbnjOe5u8SfV4NbFyDNth,electronic,Electronic,2012,249480,0.66,0.803,11,-4.127,0,0.115,0.000707,0.236,0.116,0.643,139.855,4
TRASVEM128E0796553,Trigger Hippie,Morcheeba,https://p.scdn.co/mp3-preview/86aa17c9177344ea474a003c0f415bddc7737c4b?cid=774b29d4f13844c495f206cafdad9c86,0oWC3y01avXjDBdiR1Utf0,"electronic, female_vocalists, chillout, trip_hop, downtempo, lounge, chill",Electronic,2003,331626,0.619,0.622,5,-9.251,0,0.0468,0.0742,0.623,0.522,0.174,172.161,4
TRUMTES128F92E7485,Blood Sugar,Pendulum,https://p.scdn.co/mp3-preview/fa96e867096ff7a5834ac24227de3376162096d7?cid=774b29d4f13844c495f206cafdad9c86,09QMcfYCMuSZRCVDrXkvya,"electronic, drum_and_bass",Electronic,2014,313253,0.358,0.968,8,-6.316,1,0.123,0.000131,0.848,0.208,0.131,175.847,4
TRSXSLI12903CF7C24,Leave House,Caribou,https://p.scdn.co/mp3-preview/77c293f4a4d81657ef54e852a2415178987b7ba8?cid=774b29d4f13844c495f206cafdad9c86,0kOhu4JJthQYwQwBmVdp3T,"electronic, indie_rock",Electronic,2010,312360,0.804,0.643,7,-8.33,1,0.0911,0.0486,0.177,0.214,0.785,137.603,4
TRUSCOI128F147DF6C,Tropicana,Ratatat,https://p.scdn.co/mp3-preview/5fd8e36325f0d9c8648d5008ea0d824c5f060410?cid=774b29d4f13844c495f206cafdad9c86,5ovKMrenMOvhyEcMWmLnZj,"electronic, indie, indie_rock, instrumental, soundtrack, piano, indie_pop, 00s, guitar, chill",,2006,276800,0.542,0.805,9,-5.388,1,0.03,0.267,0.917,0.103,0.285,91.942,4
TREQTXJ128F92FFE9C,Miss It So Much,Röyksopp,https://p.scdn.co/mp3-preview/f157de14f0f68f5c2feccd9725ec785f64165c93?cid=774b29d4f13844c495f206cafdad9c86,1ohx1bPKV0BXN1mAs3MQCZ,"electronic, female_vocalists, downtempo, synthpop, chill",Electronic,2009,303613,0.635,0.851,1,-5.488,0,0.0372,0.00918,0.816,0.364,0.805,133.999,4
TRSRHBC128F425F1A8,Burnin' / Too Long,Daft Punk,https://p.scdn.co/mp3-preview/a5b507a0f17ee87689ba19d8585cd2d1a8a01bf6?cid=774b29d4f13844c495f206cafdad9c86,3Ons6C3wXBMi8nYpLBMlVe,"electronic, dance, house, electro, french",Electronic,2007,431506,0.602,0.793,10,-10.462,0,0.0946,0.000207,0.0476,0.686,0.35,127.016,4
TRKCMIK128F92FFE9E,Tricky Tricky,Röyksopp,https://p.scdn.co/mp3-preview/2b83ccb387bd6dd7d434d8340535eb489e990336?cid=774b29d4f13844c495f206cafdad9c86,0QD2WO5MJWbhbYGi3wiDPw,"electronic, female_vocalists, dance, electro",Electronic,2009,359173,0.562,0.73,4,-4.217,0,0.0299,0.00364,0.521,0.111,0.618,142.974,4
TRIPSQP12903CE450C,Lady Dada's Nightmare,MGMT,https://p.scdn.co/mp3-preview/46b691f847cb30a29b66f143d562ee5a15701aee?cid=774b29d4f13844c495f206cafdad9c86,0XwfkoJnGpRw7y3s0fWxaO,"electronic, indie, experimental, indie_rock, instrumental, psychedelic, american, indie_pop, psychedelic_rock",,2010,271146,0.358,0.492,9,-7.844,0,0.0299,0.552,0.899,0.235,0.0666,77.994,4
TRATTGW128F427A82D,Red Socks Pugie,Foals,https://p.scdn.co/mp3-preview/4c5ef80bb0b8160c787c3119fe110948bb86dd96?cid=774b29d4f13844c495f206cafdad9c86,05V8hCbVHIEvsAc8XjOA5T,"electronic, alternative, indie, indie_rock, british",Rock,2008,315253,0.539,0.903,2,-6.745,0,0.049,0.145,0.000687,0.0879,0.381,156.978,4
TRQWDNH128F93173BE,Twilight Galaxy,Metric,https://p.scdn.co/mp3-preview/bc9bff4c09bf7e5f33f37aa54dfb1d5226c96ca0?cid=774b29d4f13844c495f206cafdad9c86,0D3PEOYrlZAFZCg2oPmI9l,"rock, electronic, indie, female_vocalists, indie_rock",Rock,2009,293613,0.359,0.538,11,-11.175,1,0.099,0.645,0.907,0.118,0.528,137.099,4
TRDNCZR128F147DF6F,Swisha,Ratatat,https://p.scdn.co/mp3-preview/f13b998648d49bb2f0de1b8f6b4ecff908c50ed8?cid=774b29d4f13844c495f206cafdad9c86,6tB7yLLaEdIQfAk3uY0CS3,"electronic, experimental, indie_rock, instrumental, indie_pop, 00s, guitar, idm, chill",,2006,229773,0.442,0.533,11,-8.453,0,0.0352,0.158,0.899,0.225,0.116,95.053,4
TRGGBZZ128F92F99F4,Armour Love,La Roux,https://p.scdn.co/mp3-preview/c22f9c8d7a9f0d18eda05d9598cbc65e8727f367?cid=774b29d4f13844c495f206cafdad9c86,3sDZsq0cc2VweWxK17bMBq,"electronic, female_vocalists, dance, british, new_wave, electro, synthpop",,2009,233133,0.603,0.625,10,-5.053,1,0.0281,0.0379,7.06e-05,0.377,0.383,141.948,4
TRCIIUA128F93652FB,Wish I Stayed,Ellie Goulding,https://p.scdn.co/mp3-preview/9c4132e03fc8e644189ef00c5b988355f36695f4?cid=774b29d4f13844c495f206cafdad9c86,5lsd7n03AsvODMfXlu57w7,"electronic, indie, pop, female_vocalists, british, beautiful",Pop,2011,220386,0.569,0.818,9,-5.301,1,0.0328,0.132,0.0,0.405,0.629,102.036,4
TRWAQOC12903CB84CA,Sexy Bitch,David Guetta,https://p.scdn.co/mp3-preview/282100e2282a5d4e2fe9894e6b19129da7353af7?cid=774b29d4f13844c495f206cafdad9c86,01N6xy2PX9fKVfrA2YOkYd,"electronic, dance, house",,2009,193800,0.81,0.595,11,-5.812,0,0.0579,0.0673,0.000764,0.119,0.813,130.018,4
TRFRTFL128F426CA51,Done With You,The Whitest Boy Alive,https://p.scdn.co/mp3-preview/3a51752b65e7278c9ea39165103be2d03b9be4ca?cid=774b29d4f13844c495f206cafdad9c86,0BpwTRIFUHPk3zsBwDffw5,"electronic, indie, chillout, electro, indie_pop, mellow",,2006,322800,0.58,0.594,2,-9.192,1,0.0433,0.208,0.831,0.117,0.605,137.547,4
TRQHCBJ12903CAB21C,Angel Echoes,Four Tet,https://p.scdn.co/mp3-preview/c22ae65770a64229822014520765b717b4fb6f52?cid=774b29d4f13844c495f206cafdad9c86,136XKKn3JZodoiD6KsDTVZ,"electronic, ambient, experimental, british, love, beautiful, idm",Electronic,2010,240426,0.654,0.527,7,-8.485,0,0.0341,0.489,0.0224,0.803,0.162,115.011,3
TRMVZPR12903CF7C23,Bowls,Caribou,https://p.scdn.co/mp3-preview/d94bc63599ae19ca6cd3df8a590e5a72d00512fc?cid=774b29d4f13844c495f206cafdad9c86,00jtRKELoO5wuUn8L2cs22,"electronic, experimental, instrumental, dance, downtempo, idm",Electronic,2010,381306,0.681,0.73,4,-8.729,0,0.0511,0.00692,0.882,0.111,0.754,120.011,4
TRNHOBF12903CB3E12,Born Too Slow,The Crystal Method,https://p.scdn.co/mp3-preview/50f81e26179b5b6e67dd87120f06fa277df0d707?cid=774b29d4f13844c495f206cafdad9c86,59Q1PaOL7SWpJqkKVhewP6,"electronic, dance, techno",Electronic,2004,179800,0.648,0.962,6,-3.449,0,0.033,0.00204,0.149,0.235,0.875,130.003,4
TRRVSBS128F425A7B0,One Step Too Far,Faithless,https://p.scdn.co/mp3-preview/8dddccfc5f89c87648e69903f7cb9e74c8cf8a78?cid=774b29d4f13844c495f206cafdad9c86,1AONqnwd7q1v1UvM51OpgE,"electronic, female_vocalists, dance, chillout, trance, house, trip_hop, downtempo",Electronic,2002,319906,0.677,0.727,4,-9.565,0,0.0383,0.173,0.0341,0.662,0.197,111.988,4
TRDOZVQ128F930FDA5,Swing Tree,Discovery,https://p.scdn.co/mp3-preview/f14518e2ed9967c280f274ce3a1f56de250bb995?cid=774b29d4f13844c495f206cafdad9c86,0kPWjVyvas9lc4oXakOiBj,"electronic, indie, experimental, indie_rock, indie_pop, beautiful",,2009,158133,0.679,0.77,5,-7.673,1,0.111,0.0417,0.0527,0.124,0.843,184.047,4
TREMDON128F427C701,Crimewave (Crystal Castles vs HEALTH),Crystal Castles,https://p.scdn.co/mp3-preview/44672c7e5af267b8a565a2394eca9e77a094f48e?cid=774b29d4f13844c495f206cafdad9c86,4hD0vNw3wPYXak7yei23IU,"electronic, experimental, dance, electro, synthpop",Electronic,2008,258746,0.751,0.675,4,-8.159,0,0.0413,0.185,0.0162,0.223,0.889,119.989,4
TRERPOK128F4284833,& Down,Boys Noize,https://p.scdn.co/mp3-preview/c7fe4dbfc5b56fd037cf58f4433c2e7d6c641162?cid=774b29d4f13844c495f206cafdad9c86,0eTCqr01cDDizV4Mr7PqK2,"electronic, dance, house, techno, electro",Electronic,2007,258133,0.623,0.626,1,-4.121,0,0.356,0.0449,0.265,0.311,0.242,123.01,4
TRQRMNO128F4235E4D,Grow Up and Blow Away,Metric,https://p.scdn.co/mp3-preview/7364237ab925cbfacc99977562f4b94993312c06?cid=774b29d4f13844c495f206cafdad9c86,1ra7AO4p3jzUwhagdFRdbi,"electronic, indie, female_vocalists, indie_rock, indie_pop, chill",Rock,2007,253146,0.679,0.692,11,-6.95,0,0.0246,0.0115,0.00053,0.082,0.759,110.039,4
TRDXSGX128F425F173,One More Time / Aerodynamic,Daft Punk,https://p.scdn.co/mp3-preview/8b01c3a00c67f45856aea43e2498236fa5040f63?cid=774b29d4f13844c495f206cafdad9c86,18xicbHkVJEhZNmgt2P8fw,"electronic, dance, house, techno, french",Electronic,2007,370533,0.45,0.846,11,-9.996,0,0.102,0.038,0.266,0.222,0.414,124.239,4
TRCSNKA128F4298F10,Hong Kong,Gorillaz,https://p.scdn.co/mp3-preview/d840f262170946fa8cd39a35ca806a937b1a29f9?cid=774b29d4f13844c495f206cafdad9c86,2AKX3IMx4ctUiLw5O60lAX,"electronic, alternative, ambient, british, chillout, trip_hop, electro, downtempo, beautiful, mellow, chill",,2007,433546,0.513,0.582,11,-7.394,0,0.0285,0.712,0.0369,0.0771,0.241,148.128,4
TRQGIOA128F425FD6D,Anything New,Digitalism,https://p.scdn.co/mp3-preview/1951f696f4bf60a1a9d3e1567dbe0d1ae7b79d9a?cid=774b29d4f13844c495f206cafdad9c86,04TjKBqFtslvfy7MBjkbrZ,"electronic, dance, electro",Electronic,2007,299106,0.634,0.846,7,-5.278,1,0.0604,0.000714,0.114,0.12,0.504,129.971,4
TRPHIIE128F932E037,Plastic Jungle,Miike Snow,https://p.scdn.co/mp3-preview/bca519e0b180c88e7a76c1ec0e86f500d3bc2cfa?cid=774b29d4f13844c495f206cafdad9c86,0lyzUcWMptGm3Vgi4MfEks,"electronic, alternative, indie, dance, electro, indie_pop, swedish",,2010,234213,0.721,0.841,7,-5.558,1,0.134,0.00709,0.00464,0.164,0.443,119.895,4
TRHCGNH12903CF7C27,Jamelia,Caribou,https://p.scdn.co/mp3-preview/9c294005598e7ed3fcb22d1ea2ad4fdadb4ebb46?cid=774b29d4f13844c495f206cafdad9c86,15SzLdJjM5JedJoVg0iPZj,"electronic, ambient, experimental",Electronic,2010,238746,0.712,0.503,1,-9.813,0,0.0474,0.361,0.113,0.0924,0.674,119.996,4
TRBTCYJ128F92F9586,Teen Angst,M83,https://p.scdn.co/mp3-preview/9322c6270d99cf4cd1ec3b651736f05292df8207?cid=774b29d4f13844c495f206cafdad9c86,0fJUNxPyqaA0j7gRx0nVwr,"electronic, ambient, post_rock, beautiful, french",Electronic,2005,303133,0.311,0.864,11,-5.089,0,0.0464,2.35e-05,0.125,0.257,0.0874,149.945,4
TRWXFCU128EF351B77,That Home,The Cinematic Orchestra,https://p.scdn.co/mp3-preview/a5bbc4b735626bf3695060fbe166cb1bfa86109e?cid=774b29d4f13844c495f206cafdad9c86,24h6sziVm6YIInEnYMNK5W,"electronic, jazz, british, chillout, piano, downtempo, love, beautiful",Electronic,2007,103920,0.461,0.156,9,-14.189,1,0.0274,0.992,0.785,0.0771,0.0381,85.501,4
TRICALF128F9310064,Swordfish Hotkiss Night,Empire of the Sun,https://p.scdn.co/mp3-preview/9e90c2372c8e40a2e159e7721216f7da4ebad831?cid=774b29d4f13844c495f206cafdad9c86,1RYlehGrufPBTcnauQMHvP,"electronic, dance, synthpop",Electronic,2008,235946,0.854,0.728,0,-5.459,0,0.0669,0.0982,0.169,0.0844,0.785,117.964,4
TRUPNGA128F4258AE9,Mirando,Ratatat,https://p.scdn.co/mp3-preview/7771fdfe996a2c9d03a15f320abe4c01cb0bdd8d?cid=774b29d4f13844c495f206cafdad9c86,0tiN8byYGw5tv6yBTNKIcb,"electronic, instrumental, 00s, chill",Electronic,2008,232146,0.661,0.819,5,-5.267,0,0.206,0.0279,0.467,0.362,0.852,89.903,4
TRWTOIT128F92F88A8,You Used to Hold Me,Calvin Harris,https://p.scdn.co/mp3-preview/8d946bd1f61dd485466c3e55b57aca02d115ec89?cid=774b29d4f13844c495f206cafdad9c86,02e7ZUeiZlleRpiCBmIRyH,"electronic, dance, house, electro",Electronic,2009,231133,0.618,0.969,11,-6.039,0,0.0413,0.0231,1.27e-06,0.316,0.19,128.964,4
TRDKIET128E07817EF,Sit Down. Stand Up,Radiohead,https://p.scdn.co/mp3-preview/86da84a88d16147d5f6a0cf2cb4879b60c112506?cid=774b29d4f13844c495f206cafdad9c86,2hsxOmv4roirpCSQyvv28O,"electronic, alternative, alternative_rock, ambient, experimental, progressive_rock, british, 00s",Rock,2003,259973,0.483,0.559,5,-7.434,0,0.0403,0.0157,0.491,0.0562,0.52,161.046,4
TRGEQUX128E0785E24,On Repeat,LCD Soundsystem,https://p.scdn.co/mp3-preview/c58ccce2078a04d244bee6ea3624a12ab78ece81?cid=774b29d4f13844c495f206cafdad9c86,5mrGuYZt4eRKHpvPbl2CeI,"electronic, dance, house, electro",Electronic,2005,481960,0.831,0.659,7,-6.678,0,0.0746,0.000502,0.122,0.0898,0.787,134.029,4
TRYXAQC128F92C5A77,Shadows of Ourselves,Thievery Corporation,https://p.scdn.co/mp3-preview/fbcc81981be2daefd43c25d366b3c9a2573b05fc?cid=774b29d4f13844c495f206cafdad9c86,0XH0iKu3PbgrZHNTfXvZNP,"electronic, ambient, chillout, trip_hop, downtempo, french, lounge, chill",Electronic,2000,217773,0.752,0.703,2,-9.087,0,0.0372,0.0692,0.876,0.0888,0.537,118.006,4
TRUQLWH12903CF7C26,Lalibela,Caribou,https://p.scdn.co/mp3-preview/b15dcb5173ee418fbb977a45d4137f90739a124c?cid=774b29d4f13844c495f206cafdad9c86,2tKN4BENKbt8Ape7vZ298P,"electronic, experimental, dance, psychedelic, techno, beautiful, idm",Electronic,2010,145853,0.605,0.229,1,-14.787,0,0.213,0.231,0.778,0.185,0.171,118.43,4
TRLNFKN128F931BAF2,The Tip Of The Iceberg,Owl City,https://p.scdn.co/mp3-preview/8c8c696c7541822f54e8e9332d9d46fa9fe3698e?cid=774b29d4f13844c495f206cafdad9c86,1qdC7FbHeRmfqV4cKj3TeY,"electronic, pop, male_vocalists, love",Electronic,2009,202973,0.6,0.772,1,-5.068,1,0.0288,6.83e-05,0.0141,0.0489,0.424,135.021,4
TRLQBRC128F147DF71,Tacobel Canon,Ratatat,https://p.scdn.co/mp3-preview/c9da669304ad23cfb77ff40f39cc940f44d83c50?cid=774b29d4f13844c495f206cafdad9c86,6Bn8QuwLkcAOaJ6R25NfaF,"electronic, indie, indie_rock, instrumental, hip_hop, indie_pop, 00s, guitar, idm",,2006,266760,0.506,0.518,7,-7.238,1,0.0385,0.000227,0.835,0.303,0.317,133.402,3
TRVZRTU128F92D54E3,Tiger By My Side,Empire of the Sun,https://p.scdn.co/mp3-preview/89af383ad5f5a2b25bfc1bada0d0e25c451f048c?cid=774b29d4f13844c495f206cafdad9c86,0nmXVwEqRRgLk18zcphyrx,"electronic, dance, male_vocalists, synthpop",Electronic,2008,348413,0.567,0.942,1,-5.692,0,0.0423,0.000811,0.308,0.322,0.484,135.777,4
TRORTZV128F14649BD,Run Into Flowers,M83,https://p.scdn.co/mp3-preview/0cd2cc050ed92ee84fe24215107f6e5341eee4bf?cid=774b29d4f13844c495f206cafdad9c86,1OBTtq2oorAmhlOWDM9YLG,"electronic, ambient, experimental, post_rock, beautiful, french",Electronic,2004,249426,0.417,0.858,2,-4.364,1,0.0448,0.000397,0.832,0.256,0.0594,119.987,4
TRIWVJF128E07863FE,Thrills,LCD Soundsystem,https://p.scdn.co/mp3-preview/a0ccf627c464514e098f112bb6c3a267ab6e68c2?cid=774b29d4f13844c495f206cafdad9c86,2Og8o1UKBf1GhPKDhQrSrR,"electronic, dance, house, post_punk, electro",Electronic,2005,222693,0.672,0.77,1,-10.124,1,0.0473,0.00051,0.487,0.158,0.598,107.997,4
TRYQWXU12903D01E29,Talamak,Toro y Moi,https://p.scdn.co/mp3-preview/d9d00427f2fc87b1a6a709e0f8ea99ef67370feb?cid=774b29d4f13844c495f206cafdad9c86,02Ki6v3RiIx2FePeUKl4TU,"electronic, chillout, mellow",,2010,147866,0.575,0.677,7,-8.28,0,0.446,0.626,5.55e-05,0.12,0.616,98.923,4
TRNYQZQ128F4262D84,In The Cold I'm Standing,M83,https://p.scdn.co/mp3-preview/efd7fca87fb72c6ddd3c54871f1c3511ffb8c85a?cid=774b29d4f13844c495f206cafdad9c86,0wyDQI6ccBgtnNEw3ilPtg,"electronic, ambient, instrumental, chillout, post_rock, beautiful",Electronic,2005,248506,0.0605,0.392,8,-7.826,0,0.0411,0.639,0.00681,0.11,0.0347,71.091,5
TRKRNZF12903CB52BC,Paradise Circus (Gui Boratto Remix),Massive Attack,https://p.scdn.co/mp3-preview/e4fc734a4fee105655d3595548de35548ef7b744?cid=774b29d4f13844c495f206cafdad9c86,1GHk2iNsmcmlwTdeBRRti2,"electronic, chillout, trip_hop, techno, downtempo",,2011,461640,0.84,0.79,11,-10.081,0,0.0677,0.182,0.812,0.108,0.354,122.01,4
TRUHCIP128F428CDAB,Celebration,Madonna,https://p.scdn.co/mp3-preview/2ec0810a762af769cc126a38d86ee855f6cd4b7f?cid=774b29d4f13844c495f206cafdad9c86,0bLnnpZXb0reoyHILMXdLw,"electronic, pop, female_vocalists, dance, 00s",Rap,2009,215133,0.637,0.891,11,-4.139,0,0.0345,0.0742,0.000622,0.0686,0.933,126.002,4
TRSEUYU12903CAB229,She Just Likes to Fight,Four Tet,https://p.scdn.co/mp3-preview/08ede60bc10c717c2d913794154c0f31e13bcfbb?cid=774b29d4f13844c495f206cafdad9c86,0BdpCigCTugzrSqrfHeUtv,"electronic, ambient, experimental, british, chillout, acoustic, post_rock, beautiful, idm, mellow",Electronic,2010,274106,0.725,0.534,2,-11.489,1,0.0282,0.799,0.853,0.111,0.617,118.095,4
TRQNZBN12903D0F9FF,I'll Hold My Breath,Ellie Goulding,https://p.scdn.co/mp3-preview/52ae0324f73c1190e3e278dfe45570608791f811?cid=774b29d4f13844c495f206cafdad9c86,297ccHqcwwr63MpVH12lHl,"electronic, pop, female_vocalists, singer_songwriter, dance, british, chillout, indie_pop",Pop,2010,225480,0.635,0.769,3,-5.56,1,0.0297,0.382,0.0,0.115,0.366,123.005,4
TRIMYMS128E07840C8,Left Hand Suzuki Method,Gorillaz,https://p.scdn.co/mp3-preview/3b9d804622e6149d53fc196bcdd2883992a4cb80?cid=774b29d4f13844c495f206cafdad9c86,2B8lQXfBQ2kC3QNRwFds6g,"rock, electronic, alternative, experimental, british, chillout, hip_hop, trip_hop",,2002,192506,0.719,0.916,1,-4.312,1,0.209,0.321,0.246,0.198,0.587,94.495,4
TRAKSYI128EF349B16,I Can't Decide,Scissor Sisters,https://p.scdn.co/mp3-preview/2ea75af63dcd285935e7dcd897d6aba08ab1dba4?cid=774b29d4f13844c495f206cafdad9c86,0w7oSt5wGeMNzJLwEUyRNL,"electronic, pop, dance",Pop,2006,166573,0.687,0.789,3,-4.96,1,0.0311,0.259,0.0,0.202,0.856,96.989,4
TRPWIGO128F931BAEB,Dental Care,Owl City,https://p.scdn.co/mp3-preview/f1418d19818c72919bf33903132675e7346e8032?cid=774b29d4f13844c495f206cafdad9c86,1IyackM7hvB1O67vxUFOln,"electronic, male_vocalists, synthpop",Electronic,2009,191480,0.602,0.69,0,-5.45,1,0.0266,0.0183,0.000773,0.184,0.714,68.493,4
TRBNWKN128F425F18F,Superheroes / Human After All / Rock'n Roll,Daft Punk,https://p.scdn.co/mp3-preview/f07754f41fe6d756c8a1111ccd4037ea2ae2168a?cid=774b29d4f13844c495f206cafdad9c86,029O4HWI1pVXLfFdfQd1Jb,"electronic, dance, house, techno, french",Electronic,2007,341106,0.487,0.723,7,-11.148,1,0.143,4.48e-05,0.383,0.819,0.391,138.007,4
TRHGWSB12903CC372C,All to All,Broken Social Scene,https://p.scdn.co/mp3-preview/283d055373c8df4e739b2ccac3284076f33febec?cid=774b29d4f13844c495f206cafdad9c86,0UH4bbht1Ag6wNb09qvpfZ,"electronic, indie, female_vocalists, experimental, indie_rock, post_rock, indie_pop, beautiful",Rock,2010,289520,0.624,0.741,7,-10.829,1,0.0601,0.0303,0.434,0.141,0.0933,131.982,4
TRAYGJX128F92CC832,Heavyweight,Infected Mushroom,https://p.scdn.co/mp3-preview/fd2b29e44d2ce51f6a91beec1d96e6e9d2a8c8a7?cid=774b29d4f13844c495f206cafdad9c86,1fktXLtUwnTSygfCyfvuNI,"electronic, psychedelic, trance",Electronic,2007,520853,0.596,0.582,4,-8.224,0,0.0319,0.0224,0.766,0.0926,0.144,140.025,4
TRIUICN128F4233815,Lava Lava,Boys Noize,https://p.scdn.co/mp3-preview/4b08aa5254813d85d89fc4721647e964617d7cb0?cid=774b29d4f13844c495f206cafdad9c86,01jPQPxq54XYKm2jGZwUfi,"electronic, dance, house, techno, electro",Electronic,2007,240800,0.86,0.642,7,-7.154,1,0.412,0.00531,0.00444,0.537,0.89,124.828,4
TRPCEKB128F92C73A2,Shempi,Ratatat,https://p.scdn.co/mp3-preview/753ecd1fd15384e048a438203281be81ff3cdada?cid=774b29d4f13844c495f206cafdad9c86,0xhium1vEKRa8r5W25nxt5,"electronic, indie, instrumental, american, 00s, synthpop",Electronic,2008,246920,0.61,0.824,10,-5.229,1,0.0431,0.00515,0.919,0.232,0.509,123.46,4
TRUOCBA128E07822DF,A Reminder,Radiohead,https://p.scdn.co/mp3-preview/798bb16c6d0b4baae4d25255f0cca7f943d786b4?cid=774b29d4f13844c495f206cafdad9c86,0mDwIppo8rIodEVZQ9RBcR,"rock, electronic, alternative, indie, alternative_rock, instrumental, progressive_rock, 90s, trip_hop, downtempo, britpop, mellow",Rock,1997,233826,0.313,0.391,9,-14.112,1,0.0283,0.312,0.323,0.256,0.167,77.851,3
TRMCRJT128F4254260,Needy Girl,Chromeo,https://p.scdn.co/mp3-preview/cb612ec65c5fab293122b758bc942ca3e7bc9f07?cid=774b29d4f13844c495f206cafdad9c86,0Nq92tx5brQ2mg2ChMmMOf,"electronic, dance, funk, electro, synthpop",,2004,257133,0.805,0.904,7,-4.568,0,0.0482,0.0108,0.398,0.0885,0.915,122.001,4
TRFPZFW128F14A010C,You're Not Alone,Olive,https://p.scdn.co/mp3-preview/70b6c2f84c1f9b0ca251a4d6cf9af4675f61dfd9?cid=774b29d4f13844c495f206cafdad9c86,03SicscEqsguN1doqbiK7M,"electronic, female_vocalists, ambient, dance, chillout, 90s, trance, trip_hop, downtempo",Electronic,2013,260000,0.688,0.673,10,-10.617,1,0.0627,0.0736,0.00118,0.138,0.603,134.256,4
TRIVJKL128F9320849,Hum Hallelujah,Fall Out Boy,https://p.scdn.co/mp3-preview/146cdc578fce25b406af0a46a50076a93bae22e2?cid=774b29d4f13844c495f206cafdad9c86,028njLMKzGg4gAVSgMeOhm,"rock, alternative, alternative_rock, punk, punk_rock, american, emo, love, 00s, pop_rock",Rock,2007,230506,0.466,0.957,2,-3.302,1,0.0637,0.00784,0.0,0.48,0.657,183.959,4
TRRTAAT128F149798E,Road to Joy,Bright Eyes,https://p.scdn.co/mp3-preview/104c93e1f445fcc17cdd874365821d597c81051e?cid=774b29d4f13844c495f206cafdad9c86,1MFcdEGTm3UkAR1oMtN6Uy,"alternative, indie, folk, indie_rock, singer_songwriter, acoustic, emo, 00s",Rock,2005,233755,0.333,0.62,1,-8.156,1,0.0291,0.0251,0.00175,0.133,0.118,146.233,4
TRIERTA128F4223196,Try Honesty,Billy Talent,https://p.scdn.co/mp3-preview/45f345cb9764705880d2e84dd0e6984e10e7251b?cid=774b29d4f13844c495f206cafdad9c86,0QK64eag1frEwEWy68Kssm,"rock, alternative, alternative_rock, punk, punk_rock, emo",Rock,2013,256093,0.442,0.987,6,-3.218,0,0.129,0.000145,3.77e-05,0.285,0.361,156.912,4
TRMGVXA128F147A025,Prelude 12/21,AFI,https://p.scdn.co/mp3-preview/ff4eaad76aba97b6384d3bd2c36650906d714e9c?cid=774b29d4f13844c495f206cafdad9c86,3ugUwXpN8qBDTDrRzlkjjM,"rock, alternative, punk, punk_rock, emo",Rock,2006,94466,0.678,0.657,3,-9.133,0,0.0481,0.0753,0.0,0.125,0.616,75.015,4
TRCUMJE128F42B3030,Oil And Water,Incubus,https://p.scdn.co/mp3-preview/42a1b252a5930c8bcdd8e664c7a88afd135cf6b3?cid=774b29d4f13844c495f206cafdad9c86,09L9gHCuQ6J2Rk7laxRQAZ,"rock, alternative, indie, alternative_rock, indie_rock, hard_rock, beautiful, 00s",Rock,2009,229880,0.592,0.796,0,-5.386,1,0.0327,0.114,0.000226,0.169,0.271,130.227,4
